,name,houseID,houseZip,rentAmount,paymentDate_clean,dob_clean,paymentAmount_clean
358,Therese Faunce,2262,92115,1392.0,2010-01-02,,1392.0
359,Kaycee Wilkin,1220,92136,1133.0,2010-01-02,1900-01-01,1133.0
360,Bernetta Nebel,198,92102,1876.0,2010-01-02,,1876.0
361,Mitchell Tafolla,1719,92158,1061.0,2010-01-02,2000-01-01,1061.0
362,Kary Bechard,1204,92136,1621.0,2010-01-02,1900-01-01,1621.0
363,Santiago Demaria,2051,92128,2003.0,2010-01-02,1979-08-08,2003.0
364,Justa Brumit,1176,92170,1185.0,2010-01-02,2000-01-01,1185.0
365,Marci Rivera,1554,92171,1560.0,2010-01-02,,1560.0
366,Alline Jezierski,60,92124,1572.0,2010-01-02,2000-01-01,1572.0
367,Gerard Jones,838,92105,1431.0,2010-01-02,2000-01-01,1431.0
368,Jeniffer Baysinger,1094,92198,1246.0,2010-01-02,2000-01-01,1246.0
369,Jadwiga Schuette,1013,92182,1795.0,2010-01-02,2000-01-01,1795.0
370,Josphine Shead,1159,92167,1714.0,2010-01-02,2000-01-01,1714.0
371,Giuseppina Schamber,865,92165,1645.0,2010-01-02,2000-01-01,1645.0
372,Felicia Quesnel,762,92162,1781.0,2010-01-02,1975-07-12,1781.0
373,Ignacio Piel,968,92119,1587.0,2010-01-02,,1587.0
374,Darin Greenwald,508,92166,1278.0,2010-01-02,1997-12-21,1278.0
375,Breanna Hodgkins,241,92129,1213.0,2010-01-02,1966-04-20,1213.0
376,Tonia Muniz,2298,92111,1512.0,2010-01-02,2000-01-01,1512.0
377,Roxann Chatfield,1997,92153,1759.0,2010-01-02,2000-01-01,1759.0
378,Madison Frankum,1517,92131,1718.0,2010-01-02,1900-01-01,1718.0
379,Clemmie Lawrence,422,92111,1171.0,2010-01-02,,1171.0
380,Gregg Millsap,884,92107,1681.0,2010-01-02,2000-01-01,1681.0
381,Titus Zorn,2285,92130,1677.0,2010-01-02,1972-07-06,1677.0
382,Joselyn Sunde,1154,92130,1532.0,2010-01-02,2000-01-01,1532.0
383,Margarette Rutherford,1565,92198,1446.0,2010-01-02,2000-01-01,1446.0
384,Hai Doiron,899,92110,977.0,2010-01-02,2000-01-01,977.0
385,Patti Mauch,1865,92117,1455.0,2010-01-02,2000-01-01,1455.0
386,Sherman Westberry,2122,92123,2062.0,2010-01-02,1981-05-09,2062.0
387,Consuela Kottke,446,92161,1037.0,2010-01-02,2000-01-01,1037.0
388,Cristin Bunch,456,92179,1974.0,2010-01-02,2013-08-06,1974.0
389,Carolyne Genthner,321,92163,1248.0,2010-01-02,2000-01-01,1248.0
390,Marina Pankey,1596,92147,825.0,2010-01-02,2064-01-06,825.0
391,Thresa Zahler,2271,92175,1413.0,2010-01-02,2000-01-01,1413.0
392,Anamaria Tutt,89,92115,1666.0,2010-01-02,2000-01-01,1666.0
393,Eladia Chapin,637,92116,1529.0,2010-01-02,2000-01-01,1529.0
394,Lawerence Schaible,1357,92111,1860.0,2010-01-02,2068-06-11,1860.0
395,Trent Lammers,2320,92130,1376.0,2010-01-02,,1376.0
396,Mica More,1681,92191,1357.0,2010-01-02,1991-02-02,1357.0
397,Angelia Barragan,92,92179,1970.0,2010-01-02,2051-01-05,1970.0
398,Florinda Lonergan,785,92126,1135.0,2010-01-02,2067-07-12,1135.0
399,Madelaine Frandsen,1513,92179,1670.0,2010-01-02,2000-01-01,1670.0
400,Magaly Krebs,1526,92147,1814.0,2010-01-02,2000-01-01,1814.0
401,Leonila Solorzano,1398,92134,1940.0,2010-01-02,2000-01-01,1940.0
402,Eliana Earl,655,92104,1494.0,2010-01-02,2000-01-01,1494.0
403,Jolanda Dambrosio,1139,92109,1796.0,2010-01-02,,1796.0
404,Peter Hurley,1884,92149,1644.0,2010-01-02,1980-04-12,1644.0
405,Eleonore Mccranie,651,92114,1246.0,2010-01-02,2000-01-01,1246.0
406,Sabrina Griese,2026,92158,1636.0,2010-01-02,2000-01-01,1636.0
407,Jennie Lofton,1098,92130,1615.0,2010-01-02,2000-01-01,1615.0
408,Merilyn Branscum,1668,92115,1458.0,2010-01-02,2000-01-01,1458.0
409,Loise Payne,1439,92105,1842.0,2010-01-02,1994-08-05,1842.0
410,Sharice Mooneyhan,2088,92104,1444.0,2010-01-02,2000-01-01,1444.0
411,Waneta Zaremba,2405,92149,1588.0,2010-01-02,,1588.0
412,Bell Felkins,189,92160,1521.0,2010-01-02,2000-01-01,1521.0
413,Lilian Hysmith,1419,92102,1618.0,2010-01-02,2000-01-01,1618.0
414,Leonard Janney,1394,92129,1859.0,2010-01-02,2000-01-01,1859.0
415,Clay Almeida,418,92123,1659.0,2010-01-02,2000-01-01,1659.0
416,Bennie Frisbie,192,92167,1259.0,2010-01-02,,1259.0
417,Ian Mcmillon,965,92131,1414.0,2010-01-02,2000-01-01,1414.0
418,Nevada Buggs,1776,92153,933.0,2010-01-02,2000-01-01,933.0
419,Teodoro Menzel,2239,92160,1336.0,2010-01-02,2000-01-01,1336.0
420,Ethelene Monaco,724,92109,1086.0,2010-01-02,2000-01-01,1086.0
421,Mayola Spier,1647,92165,1368.0,2010-01-02,1900-01-01,1368.0
422,Hye Micek,963,92123,1804.0,2010-01-02,1976-01-11,1804.0
423,Isabel Sanderfur,984,92197,1917.0,2010-01-02,2000-01-01,1917.0
424,Harriette Ditch,915,92139,1235.0,2010-01-02,1978-01-02,1235.0
425,Thalia Luera,2258,92121,1823.0,2010-01-02,2000-01-01,1823.0
426,Alfred Fitzsimons,47,92184,1650.0,2010-01-02,,
427,Simon Lenzi,2146,92197,1719.0,2010-01-02,2000-01-01,1719.0
428,Sadye Darland,2032,92128,1926.0,2010-01-02,1900-01-01,1926.0
429,Deshawn Bohler,568,92129,1583.0,2010-01-02,1970-10-04,1583.0
430,Ceola Costas,352,92165,1938.0,2010-01-02,2001-01-12,1938.0
431,Julee Howell,1165,92147,1541.0,2010-01-02,,1541.0
432,Suk Gould,2186,92179,1531.0,2010-01-02,,1531.0
433,Stasia Schindler,2174,92127,2277.0,2010-01-02,1900-01-01,2277.0
434,Mardell Skoglund,1557,92162,1613.0,2010-01-02,1982-08-07,1613.0
435,Tawny Lipsey,2231,92139,1356.0,2010-01-02,1984-08-12,
436,Birdie Smelley,213,92187,1681.0,2010-01-02,2051-01-12,1681.0
437,Molly Kochan,1724,92139,1568.0,2010-01-02,2007-02-02,1568.0
438,Chantelle Eaker,358,92131,1548.0,2010-01-02,,1548.0
439,Chara Mahlum,362,92197,1041.0,2010-01-02,2000-01-01,1041.0
440,Carter Kaczorowski,330,92166,1448.0,2010-01-02,,1448.0
441,Chieko Zamora,390,92150,1956.0,2010-01-02,,1956.0
442,Rhona Shipton,1944,92133,1225.0,2010-01-02,2019-06-10,1225.0
443,Naida Folsom,1746,92150,1069.0,2010-01-02,2000-01-01,1069.0
444,Vi Cantara,2378,92114,1056.0,2010-01-02,2000-01-01,1056.0
445,Piper Twombly,1890,92108,1387.0,2010-01-02,1982-12-06,1387.0
446,Doretta Pagaduan,601,92108,1638.0,2010-01-02,,1638.0
447,Cassaundra Cirilo,332,92182,808.0,2010-01-02,,808.0
448,Keitha Claude,1234,92155,1322.0,2010-01-02,,1322.0
449,Juliana Cooney,1168,92140,1644.0,2010-01-02,2000-01-01,1644.0
450,Soon Pouncy,2164,92123,1413.0,2010-01-02,2000-01-01,1413.0
451,Dominic Garofalo,590,92159,1602.0,2010-01-02,,1602.0
452,Lizabeth Roof,1433,92198,1721.0,2010-01-02,,1721.0
453,India Linehan,972,92122,1004.0,2010-01-02,2063-03-06,1004.0
454,Rosalinda Faires,1973,92139,1720.0,2010-01-02,,1720.0
455,Vennie Michell,2361,92186,1312.0,2010-01-02,1973-09-28,1312.0
456,Pedro States,1877,92186,1478.0,2010-01-02,1900-01-01,1478.0
457,Corrinne Tumlinson,452,92176,1449.0,2010-01-02,1963-04-15,1449.0
458,Tosha Aquilar,2309,92120,1652.0,2010-01-02,2000-01-01,1652.0
459,Carlee Gibeault,298,92147,1192.0,2010-01-02,1979-03-08,1192.0
460,Pasquale Haskett,1863,92155,1675.0,2010-01-02,2000-01-01,1675.0
461,Dorla Bogart,602,92155,1888.0,2010-01-02,1979-04-09,1888.0
462,Rosie Hutchison,1991,92102,1857.0,2010-01-02,2000-01-01,1857.0
463,Stacie Lawler,2170,92126,1495.0,2010-01-02,2000-01-01,1495.0
464,Lashandra Flannagan,1330,92104,1519.0,2010-01-02,,1519.0
465,Edmundo Echavarria,626,92120,1413.0,2010-01-02,,1413.0
466,Arlena Oren,139,92172,917.0,2010-01-02,2000-01-01,917.0
467,Jessia Stepney,1110,92139,1556.0,2010-01-02,1972-10-04,1556.0
468,Jasmine Caines,1058,92170,1451.0,2010-01-02,2000-01-01,1451.0
469,Vincent Darcangelo,2382,92165,1583.0,2010-01-02,1966-03-19,1583.0
470,Salvatore Keim,2035,92103,1764.0,2010-01-02,,1764.0
471,Brendan Josephson,243,92150,1208.0,2010-01-02,2000-01-01,1208.0
472,Marlys Mulvihill,1610,92132,1343.0,2010-01-02,2000-01-01,1343.0
473,Donald Goudy,595,92177,1546.0,2010-01-02,,1546.0
474,Stacee Lamarche,2167,92154,1910.0,2010-01-02,2000-01-01,1910.0
475,Melaine Wiemann,1653,92111,1334.0,2010-01-02,,1334.0
476,Octavia Robins,1825,92165,1644.0,2010-01-02,1973-05-02,1644.0
477,Tinisha Winfrey,2281,92176,980.0,2010-01-02,2000-01-01,980.0
478,Odelia Dugan,1830,92190,1290.0,2010-01-02,,1290.0
479,Sonja Folks,2157,92149,1922.0,2010-01-02,,1922.0
480,Mia Zarate,1680,92192,1762.0,2010-01-02,2000-01-01,1762.0
481,Portia Pettiford,1894,92142,1493.0,2010-01-02,2000-01-01,1493.0
482,Tiffani Coupe,2274,92161,1223.0,2010-01-02,,1223.0
483,Oscar Howarth,1846,92182,1150.0,2010-01-02,2000-01-01,1150.0
484,Argelia Hieb,133,92190,1561.0,2010-01-02,2000-01-01,1561.0
485,Bradly Culler,235,92110,1226.0,2010-01-02,2000-01-01,-183.9
486,Rubin Gutierrez,2003,92153,1208.0,2010-01-02,1999-07-10,1208.0
487,Susannah Camilleri,2189,92109,1520.0,2010-01-02,2000-01-01,1520.0
488,Tomas Layton,2287,92133,1324.0,2010-01-02,2000-01-01,1324.0
489,Burton Hyden,268,92132,779.0,2010-01-02,,779.0
490,Keeley Bumgardner,1227,92104,1422.0,2010-01-02,2000-01-01,1422.0
491,Susann Schwarz,2192,92120,1643.0,2010-01-02,1965-01-09,1643.0
492,Hwa Gano,960,92175,1434.0,2010-01-02,1983-02-05,1434.0
493,Vanessa Marty,2359,92195,2178.0,2010-01-02,2000-01-01,2178.0
494,Vina Sheedy,2381,92122,2092.0,2010-01-02,1979-10-04,2092.0
495,Felicia Mcanulty,761,92177,1664.0,2010-01-02,2000-01-01,1664.0
496,Candi Kammer,287,92179,1283.0,2010-01-02,2052-12-09,1283.0
497,Marcell Oliva,1550,92193,1107.0,2010-01-02,,1107.0
498,Magaly Brummer,1523,92154,1336.0,2010-01-02,2000-01-01,1336.0
499,Chantell Hanshaw,360,92142,1601.0,2010-01-02,1900-01-01,1601.0
500,Aurelia Delay,164,92112,1244.0,2010-01-02,,1244.0
501,Jackson Noland,1003,92150,1478.0,2010-01-02,2007-07-11,1478.0
502,Dorthea Tarry,606,92133,1054.0,2010-01-02,1973-05-08,1054.0
503,Delois Dyer,545,92164,1371.0,2010-01-02,2000-01-01,1371.0
504,Kary Wein,1206,92115,1864.0,2010-01-02,1942-12-04,1864.0
505,Eldon Reiss,643,92135,1432.0,2010-01-02,2000-01-01,1432.0
506,Eldon Wilbourn,644,92167,1592.0,2010-01-02,2000-01-01,1592.0
507,Buford Neblett,266,92175,1544.0,2010-01-02,2000-01-01,1544.0
508,Bryant Kovar,256,92102,898.0,2010-01-02,1971-07-09,898.0
509,Tessa Humbert,2254,92103,1355.0,2010-01-02,,1355.0
510,Gala Griffis,813,92195,1159.0,2010-01-02,,1159.0
511,Carl Hickerson,300,92198,1697.0,2010-01-02,,1697.0
512,Davina Burgo,518,92164,1622.0,2010-01-02,2000-01-01,1622.0
513,Arnette Finnell,152,92160,1802.0,2010-01-02,2040-12-11,1802.0
514,Viva Grainger,2393,92190,1801.0,2010-01-02,1978-09-03,1801.0
515,Vivienne Raphael,2395,92139,1531.0,2010-01-02,,1531.0
516,Drema Carlo,612,92198,1560.0,2010-01-02,2000-01-01,1560.0
517,Emma Dunkel,698,92128,1502.0,2010-01-02,2000-01-01,1502.0
518,Annabel Rolph,108,92147,1434.0,2010-01-02,1969-07-04,1434.0
519,Kirsten Krizan,1262,92195,941.0,2010-01-02,,941.0
520,Kenyetta Mistretta,1244,92127,1489.0,2010-01-02,,1489.0
521,Lamonica Sarris,1312,92105,1216.0,2010-01-02,2000-01-01,1216.0
522,Greg Borgia,882,92158,1598.0,2010-01-02,1970-12-08,1598.0
523,Lelia Glaude,1381,92160,1378.0,2010-01-02,2000-01-01,1378.0
524,Roxana Godard,1996,92112,2007.0,2010-01-02,2000-01-01,2007.0
525,Hope Torrance,951,92112,1509.0,2010-01-02,,1509.0
526,Ryan Stahly,2021,92182,1212.0,2010-01-02,2000-01-01,1212.0
527,Talia Boehman,2201,92152,1038.0,2010-01-02,1980-12-09,1038.0
528,Herlinda Denk,934,92131,1864.0,2010-01-02,,1864.0
529,Kiera Sanner,1252,92112,1280.0,2010-01-02,2000-01-01,1280.0
530,Myrle Mcgranahan,1738,92142,1611.0,2010-01-02,2000-01-01,1611.0
531,Cheri Kennon,380,92169,1241.0,2010-01-02,2050-07-01,1241.0
532,Marilou Pierpont,1591,92194,1520.0,2010-01-02,1900-01-01,1520.0
533,Catherin Parisien,338,92114,1382.0,2010-01-02,,1382.0
534,Matha Barkan,1638,92107,1784.0,2010-01-02,,1784.0
535,Gianna Propp,845,92130,1227.0,2010-01-02,2000-01-01,1227.0
536,Krysten Scruggs,1285,92111,1824.0,2010-01-02,2000-01-01,1824.0
537,Noelia Weckerly,1805,92177,1344.0,2010-01-02,1978-01-04,1344.0
538,Giuseppe Hellmann,859,92152,1351.0,2010-01-02,1900-01-01,1351.0
539,Vincenza Conant,2384,92158,965.0,2010-01-02,2000-01-01,965.0
540,Emmett Livermore,701,92170,1502.0,2010-01-02,1987-11-08,1502.0
541,Amos Penhollow,83,92127,1338.0,2010-01-02,,1338.0
542,Donovan Yoder,600,92182,1312.0,2010-01-02,1977-12-01,1312.0
543,Mellissa Ardon,1661,92176,1330.0,2010-01-02,2000-01-01,1330.0
544,Branda Pittman,237,92167,1368.0,2010-01-02,2000-01-01,1368.0
545,Shanda Wyche,2069,92105,1544.0,2010-01-02,,1544.0
546,Rebekah Eichhorn,1926,92152,1874.0,2010-01-02,,1874.0
547,Terrilyn Giles,2253,92196,1913.0,2010-01-02,2063-02-03,1913.0
548,Winford Weiler,2438,92145,1654.0,2010-01-02,2000-01-01,1654.0
549,Dalene Bialaszewski,469,92199,1160.0,2010-01-02,2000-01-01,1160.0
550,Ethelyn Joesph,725,92109,1743.0,2010-01-02,2000-01-01,1743.0
551,Coleen Jeter,434,92127,1208.0,2010-01-02,,1208.0
552,Mike Nowlen,1697,92162,1371.0,2010-01-02,2000-01-01,1371.0
553,Elyse Haner,681,92176,1352.0,2010-01-02,2000-01-01,1352.0
554,Selene Giraud,2060,92150,1287.0,2010-01-02,2000-01-01,1287.0
555,Sina Lukasik,2147,92198,1477.0,2010-01-02,,1477.0
556,Tegan Zepeda,2232,92191,1785.0,2010-01-02,,1785.0
557,Fermin Nunley,766,92145,1726.0,2010-01-02,1986-01-10,1726.0
558,Kyle Voyles,1297,92169,1257.0,2010-01-02,,1257.0
559,Ahmad Eakin,23,92186,1411.0,2010-01-02,2000-01-01,1411.0
560,Janie Pahl,1043,92168,1375.0,2010-01-02,2000-01-01,1375.0
561,Jewel Jiang,1114,92160,1321.0,2010-01-02,1996-11-08,1321.0
562,Samella Leija,2038,92120,1922.0,2010-01-02,,1922.0
563,Bennie Schunk,194,92109,1415.0,2010-01-02,,1415.0
564,Mirella Cardinal,1713,92194,1564.0,2010-01-02,2000-01-01,1564.0
565,Candida Rieder,286,92171,1771.0,2010-01-02,2000-01-01,1771.0
566,Floria Dave,783,92114,1977.0,2010-01-02,2050-07-02,1977.0
567,Jamaal Noon,1019,92111,1138.0,2010-01-02,2000-01-01,1138.0
568,Annabell Roll,107,92126,1526.0,2010-01-02,2000-01-01,1526.0
569,Billye Ashford,212,92192,1516.0,2010-01-02,,1516.0
570,Zoila Buth,2471,92166,825.0,2010-01-02,1960-11-18,825.0
571,Anne Hadlock,112,92137,1602.0,2010-01-02,2000-01-01,1602.0
572,Damian Rhines,473,92168,1122.0,2010-01-02,2000-01-01,1122.0
573,Adelia Terwilliger,12,92121,1469.0,2010-01-02,2051-10-03,1469.0
574,Catrice Palumbo,339,92190,1249.0,2010-01-02,2000-01-01,1249.0
575,Isaac Ivery,981,92119,1478.0,2010-01-02,2007-10-08,1478.0
576,Shan Norfleet,2079,92134,1292.0,2010-01-02,2000-01-01,1292.0
577,Dominique Graves,592,92139,1294.0,2010-01-02,2000-01-01,1294.0
578,Jarrod Nowacki,1055,92167,1347.0,2010-01-02,2000-01-01,1347.0
579,Natashia Litwin,1762,92130,1113.0,2010-01-02,2000-01-01,1113.0
580,Virginia Latson,2390,92166,1692.0,2010-01-02,2000-01-01,1692.0
581,Selene Ellman,2059,92168,1722.0,2010-01-02,1972-08-10,1722.0
582,Tommy Coppock,2291,92110,1754.0,2010-01-02,1971-02-02,1754.0
583,Dewayne Maffucci,574,92138,1124.0,2010-01-02,,1124.0
584,Harland Liggins,910,92194,1978.0,2010-01-02,,1978.0
585,Ewa Newton,751,92193,1599.0,2010-01-02,,1599.0
586,Pasquale Breitenstein,1862,92101,1038.0,2010-01-02,,1038.0
587,Leesa Lade,1370,92162,1304.0,2010-01-02,2000-01-01,1304.0
588,Foster Modeste,792,92139,1359.0,2010-01-02,2068-09-07,1359.0
589,Maryland Heyne,1632,92170,1003.0,2010-01-02,1978-03-06,1003.0
590,Joaquin Stephenson,1120,92168,1497.0,2010-01-02,,1497.0
591,Walton Talmadge,2403,92136,1922.0,2010-01-02,2000-01-01,1922.0
592,Fatima Peralto,752,92179,1552.0,2010-01-02,,1552.0
593,Darby Santana,502,92165,1307.0,2010-01-02,1900-01-01,1307.0
594,Na Warburton,1771,92193,1767.0,2010-01-02,2000-01-01,1767.0
595,Jeanice Peirce,1080,92147,1820.0,2010-01-02,2000-01-01,1820.0
596,Elayne Kulpa,639,92117,1615.0,2010-01-02,1990-05-11,1615.0
597,Franklin Cron,798,92155,1816.0,2010-01-02,2000-01-01,1816.0
598,Martina Poche,1617,92106,1567.0,2010-01-02,2000-01-01,1567.0
599,Carlton Leeks,305,92193,1256.0,2010-01-02,,1256.0
600,Neville Mccaul,1777,92174,1883.0,2010-01-02,1986-10-07,1883.0
601,Shawn Britten,2095,92111,1779.0,2010-01-02,1900-01-01,1779.0
602,Kayla Moton,1221,92186,1380.0,2010-01-02,2000-01-01,1380.0
603,Marilyn Kessinger,1595,92104,1061.0,2010-01-02,,1061.0
604,Despina Alegria,571,92108,1677.0,2010-01-02,,1677.0
605,Mack Cheesman,1506,92195,906.0,2010-01-02,2000-01-01,906.0
606,Chara Starkes,365,92111,1781.0,2010-01-02,,1781.0
607,Catrice Tyree,340,92116,1364.0,2010-01-02,,1364.0
608,Janetta Bassett,1036,92138,1119.0,2010-01-02,2000-01-01,1119.0
609,Shanon Gupta,2080,92116,1113.0,2010-01-02,,1113.0
610,Cyndy Levalley,464,92179,1644.0,2010-01-02,,1644.0
611,Alfred Virgen,49,92159,1889.0,2010-01-02,,1889.0
612,Glenda Mcnair,868,92154,1967.0,2010-01-02,2000-01-01,1967.0
613,Arnette Crays,150,92122,1452.0,2010-01-02,,1452.0
614,Shawn Drane,2099,92110,2026.0,2010-01-02,1991-02-12,2026.0
615,Bethel Kelson,203,92114,1206.0,2010-01-02,2000-01-01,1206.0
616,Raymon Maul,1917,92142,1098.0,2010-01-02,,1098.0
617,Kandice Mayweather,1188,92166,1920.0,2010-01-02,2000-01-01,1920.0
618,Lauren Bittle,1348,92122,1408.0,2010-01-02,2000-01-01,1408.0
619,Lindsay Zebrowski,1420,92120,1444.0,2010-01-02,1993-12-06,1444.0
620,Joselyn Plattner,1153,92113,1720.0,2010-01-02,1977-02-01,1720.0
621,Hedy Moulden,925,92179,2119.0,2010-01-02,,2119.0
622,Lita Michalik,1432,92139,1655.0,2010-01-02,2000-01-01,1655.0
623,Carolee Cowley,319,92193,1890.0,2010-01-02,2000-01-01,1890.0
624,Anisha Abelson,105,92126,1185.0,2010-01-02,1993-05-05,1185.0
625,Tanja Jarnagin,2220,92179,1921.0,2010-01-02,1900-01-01,1921.0
626,Luanne Eppler,1469,92170,1991.0,2010-01-02,2000-01-01,1991.0
627,Teresia Edling,2244,92131,1769.0,2010-01-02,2000-01-01,1769.0
628,Pamala Estell,1854,92109,1871.0,2010-01-02,2000-01-01,1871.0
629,Damien Rathbun,474,92103,1580.0,2010-01-02,2000-01-01,1580.0
630,Claire Edler,404,92129,1168.0,2010-01-02,2000-01-01,1168.0
631,Lorriane Lowry,1457,92193,1792.0,2010-01-02,2000-01-01,1792.0
632,Nona Knobloch,1810,92191,1187.0,2010-01-02,,1187.0
633,Trudie Barret,2329,92120,1318.0,2010-01-02,2000-01-01,1318.0
634,Katherine Jelley,1212,92186,1238.0,2010-01-02,1900-01-01,1238.0
635,Alvin Bise,71,92161,1601.0,2010-01-02,,1601.0
636,Latesha Emmons,1338,92139,869.0,2010-01-02,2000-01-01,869.0
637,Ardelia Schewe,129,92121,1512.0,2010-01-02,2000-01-01,1512.0
638,Leo Moorhouse,1391,92114,1838.0,2010-01-02,2000-01-01,1838.0
639,Bryant Mackin,257,92104,1310.0,2010-01-02,,1310.0
640,Noma Tweedie,1809,92165,2136.0,2010-01-02,2000-01-01,2136.0
641,Pedro Outland,1876,92161,1204.0,2010-01-02,1978-10-06,1204.0
642,Lisha Penick,1428,92115,1624.0,2010-01-02,,1624.0
643,Chelsie Brewton,377,92124,1297.0,2010-01-02,1973-03-08,1297.0
644,Pete Folmar,1883,92131,1739.0,2010-01-02,2000-01-01,1739.0
645,Curtis Sher,463,92130,1169.0,2010-01-02,,1169.0
646,Lonna Meek,1444,92194,1770.0,2010-01-02,2000-01-01,1770.0
647,Minta Zeledon,1708,92191,1609.0,2010-01-02,2000-01-01,1609.0
648,Kimbra Sorenson,1258,92107,1721.0,2010-01-02,2000-01-01,1721.0
649,Sean Sharman,2058,92153,1321.0,2010-01-02,2000-01-01,1321.0
650,Claudie Demuth,416,92176,1131.0,2010-01-02,1900-01-01,1131.0
651,Maribel Rosenburg,1578,92122,1460.0,2010-01-02,2000-01-01,1460.0
652,Alberto Huling,34,92166,1819.0,2010-01-02,2000-01-01,1819.0
653,Cindy Poovey,403,92105,1391.0,2010-01-02,1900-01-01,1391.0
654,Caren Knell,294,92175,1825.0,2010-01-02,2038-12-02,1825.0
655,Janay Benny,1027,92159,1673.0,2010-01-02,,1673.0
656,Tamisha Trumbull,2209,92174,1505.0,2010-01-02,2002-02-02,1505.0
657,Elma Bozell,669,92140,1243.0,2010-01-02,1971-12-05,1243.0
658,Bertha Dearman,200,92122,1107.0,2010-01-02,2000-01-01,1107.0
659,Lettie Piano,1411,92134,1969.0,2010-01-02,,1969.0
660,Ricky Bateman,1947,92112,1369.0,2010-01-02,1971-07-09,1369.0
661,Jamaal Hundley,1017,92116,1466.0,2010-01-02,2000-01-01,1466.0
662,Hwa Teske,961,92176,1012.0,2010-01-02,2000-01-01,1012.0
663,Karima Germany,1191,92165,1653.0,2010-01-02,,1653.0
664,Krystina Hills,1286,92132,1610.0,2010-01-02,2001-07-16,1610.0
665,Ahmed Lisby,24,92103,1641.0,2010-01-02,,1641.0
666,Sanjuanita Go,2046,92198,1893.0,2010-01-02,2004-07-03,
667,Jazmine Kittel,1073,92175,1260.0,2010-01-02,1900-01-01,1260.0
668,Ahmad Eagles,22,92190,2038.0,2010-01-02,1900-01-01,2038.0
669,Sharri Lipson,2093,92129,1175.0,2010-01-02,2000-01-01,1175.0
670,Lashawna Janelle,1335,92119,1394.0,2010-01-02,,1394.0
671,Nikki Wygant,1799,92166,1640.0,2010-01-02,1900-01-01,1640.0
672,Nickie Weatherly,1788,92193,921.0,2010-01-02,1978-07-12,921.0
673,Collene Carlberg,440,92121,1020.0,2010-01-02,,1020.0
674,Marilu Krell,1592,92147,1440.0,2010-01-02,2000-01-01,1440.0
675,Tomeka Ehrhardt,2289,92111,1223.0,2010-01-02,2000-01-01,1223.0
676,Alejandra Foti,39,92160,1818.0,2010-01-02,2000-01-01,1818.0
677,Xavier Mennella,2439,92119,1327.0,2010-01-02,2000-01-01,1327.0
678,Gene Greenhaw,828,92171,1440.0,2010-01-02,2000-01-01,1440.0
679,Maryrose Flavell,1637,92150,1677.0,2010-01-02,2000-01-01,1677.0
680,Tonie Hossain,2301,92187,1770.0,2010-01-02,2000-01-01,1770.0
681,Eugene Cree,734,92107,2061.0,2010-01-02,,2061.0
682,Cleta Beachy,424,92135,1445.0,2010-01-02,2000-01-01,1445.0
683,Wanda Crowden,2404,92198,1462.0,2010-01-02,2000-01-01,1462.0
684,Natalya Favors,1760,92174,1496.0,2010-01-02,,1496.0
685,Verdie Domingo,2363,92124,1634.0,2010-01-02,,1634.0
686,Kayleigh Marchant,1225,92172,1538.0,2010-01-02,1986-11-04,1538.0
687,Racquel Jimenez,1905,92119,1301.0,2010-01-02,1983-11-06,1301.0
688,Rubie Mirarchi,2001,92135,1212.0,2010-01-02,1982-01-07,-181.8
689,Johanna Philpot,1130,92196,1244.0,2010-01-02,1992-07-25,1244.0
690,Candis Fite,288,92170,1804.0,2010-01-02,1996-12-02,1804.0
691,Denyse Kung,564,92112,1485.0,2010-01-02,1900-01-01,1485.0
692,Staci Arreguin,2169,92160,1123.0,2010-01-02,1900-01-01,1123.0
693,Andres Schecter,90,92187,1076.0,2010-01-02,,1076.0
694,Paola Buerger,1860,92193,1187.0,2010-01-02,1900-01-01,1187.0
695,Korey Valasquez,1273,92159,1366.0,2010-01-02,2000-01-01,1366.0
696,Rosalie Zuber,1971,92129,901.0,2010-01-02,2000-01-01,901.0
697,Tricia Seevers,2326,92116,1739.0,2010-01-02,1993-01-06,1739.0
698,Ashton Girouard,156,92168,1135.0,2010-01-02,1999-02-19,1135.0
699,Tyson High,2349,92158,2182.0,2010-01-02,,2182.0
700,Rodger Gallogly,1956,92172,1734.0,2010-01-02,,1734.0
701,Madalene Perl,1511,92199,1700.0,2010-01-02,,1700.0
702,Leanne Lewison,1362,92192,1786.0,2010-01-02,2061-06-05,1786.0
703,Nathanial Conlon,1764,92169,1415.0,2010-01-02,1999-01-09,1415.0
704,Tona Hurlbut,2295,92109,1608.0,2010-01-02,,1608.0
705,Hyo Seng,964,92106,1600.0,2010-01-02,2000-01-01,1600.0
706,Dawn Nicely,520,92169,1835.0,2010-01-02,2000-01-01,1835.0
707,Margarite Sisto,1567,92101,1310.0,2010-01-02,2000-01-01,1310.0
708,Linsey Stotler,1425,92153,1821.0,2010-01-02,2001-12-04,1821.0
709,Gloria Gamble,870,92109,1498.0,2010-01-02,2054-03-10,1498.0
710,Mignon Funes,1696,92175,1540.0,2010-01-02,1900-01-01,1540.0
711,Reita Hamid,1931,92195,1642.0,2010-01-02,,1642.0
712,Marcie Hunton,1553,92165,1523.0,2010-01-02,2000-01-01,1523.0
713,Jenny Magby,1099,92145,1427.0,2010-01-02,,1427.0
714,Laurette Bollman,1350,92117,1778.0,2010-01-02,,1778.0
